iteration,filters,dropout,learning_rate,accuracy 
0,32,0.31795327319875877,0.0018662266976517971,0.6125198006629944
1,64,0.4854651042004118,0.0014135935551752314,0.8993660807609558
2,16,0.47023865531706444,0.00016334587611069497,0.9096671938896179
3,64,0.41126270037994017,0.04074144654166233,0.6125198006629944
4,16,0.4122116705145822,0.00022637229697395497,0.906497597694397
